# Trials behind speed.md. Written by `mise run bench:speed`; do not edit by hand.
# Date: 2026-09-25
# Roblox: 0.740.19.7400931
# Machine: 12th Gen Intel(R) Core(TM) i9-12900KF, 16 threads, win32 10.0.26200
# Runs: 2, back to back
# surge: c295e5b
# rbxts-transformer-surge: ac69b4d
# roblox-ts: 3.0.0
# @rbxts/flamework-binary-serializer: 0.7.0
# @rbxts/serio: 1.2.7
# Blink: 0.18.8
# Method: 9 trials per cell, each at least 0.2 seconds of calls after 0.1 seconds of warm-up calls, timed in chunks of 250 calls so that the yields between chunks are not in the time; within a row the libraries take turns, one trial each, and 3 idle frames separate one row from the next
fixture	library	half	run	trial	rate
wide struct	surge	encode	2	4	2487982
wide struct	surge	encode	2	5	2498888
wide struct	surge	encode	2	6	2465518
wide struct	surge	encode	2	7	2374868
wide struct	surge	encode	2	8	2494696
wide struct	surge	encode	2	9	2451163
wide struct	surge	decode	1	1	691129
wide struct	surge	decode	1	2	713572
wide struct	surge	decode	1	3	709569
wide struct	surge	decode	1	4	699262
wide struct	surge	decode	1	5	705178
wide struct	surge	decode	1	6	691470
wide struct	surge	decode	1	7	706070
wide struct	surge	decode	1	8	712017
wide struct	surge	decode	1	9	697179
wide struct	surge	decode	2	1	697578
wide struct	surge	decode	2	2	694869
wide struct	surge	decode	2	3	693296
wide struct	surge	decode	2	4	692453
wide struct	surge	decode	2	5	695228
wide struct	surge	decode	2	6	679912
wide struct	surge	decode	2	7	707380
wide struct	surge	decode	2	8	698362
wide struct	surge	decode	2	9	707570
wide struct	surge (readChecks)	encode	1	1	2469778
wide struct	surge (readChecks)	encode	1	2	2372107
wide struct	surge (readChecks)	encode	1	3	2331236
wide struct	surge (readChecks)	encode	1	4	2472039
wide struct	surge (readChecks)	encode	1	5	2435491
wide struct	surge (readChecks)	encode	1	6	2459927
wide struct	surge (readChecks)	encode	1	7	2491436
wide struct	surge (readChecks)	encode	1	8	2458895
wide struct	surge (readChecks)	encode	1	9	2449989
wide struct	surge (readChecks)	encode	2	1	2416052
wide struct	surge (readChecks)	encode	2	2	2284336
wide struct	surge (readChecks)	encode	2	3	2458363
wide struct	surge (readChecks)	encode	2	4	2421941
wide struct	surge (readChecks)	encode	2	5	2447100
wide struct	surge (readChecks)	encode	2	6	2409598
wide struct	surge (readChecks)	encode	2	7	2433734
wide struct	surge (readChecks)	encode	2	8	2484706
wide struct	surge (readChecks)	encode	2	9	2480103
wide struct	surge (readChecks)	decode	1	1	670679
wide struct	surge (readChecks)	decode	1	2	683325
wide struct	surge (readChecks)	decode	1	3	682308
wide struct	surge (readChecks)	decode	1	4	687265
wide struct	surge (readChecks)	decode	1	5	694952
wide struct	surge (readChecks)	decode	1	6	703627
wide struct	surge (readChecks)	decode	1	7	685439
wide struct	surge (readChecks)	decode	1	8	693248
wide struct	surge (readChecks)	decode	1	9	697619
wide struct	surge (readChecks)	decode	2	1	677354
wide struct	surge (readChecks)	decode	2	2	694895
wide struct	surge (readChecks)	decode	2	3	688079
wide struct	surge (readChecks)	decode	2	4	683443
wide struct	surge (readChecks)	decode	2	5	684808
wide struct	surge (readChecks)	decode	2	6	674092
wide struct	surge (readChecks)	decode	2	7	683737
wide struct	surge (readChecks)	decode	2	8	690366
wide struct	surge (readChecks)	decode	2	9	687189
wide struct	fbs	encode	1	1	772852
wide struct	fbs	encode	1	2	744617
wide struct	fbs	encode	1	3	760219
wide struct	fbs	encode	1	4	775363
wide struct	fbs	encode	1	5	778725
wide struct	fbs	encode	1	6	772816
wide struct	fbs	encode	1	7	780357
wide struct	fbs	encode	1	8	776052
wide struct	fbs	encode	1	9	773708
wide struct	fbs	encode	2	1	760430
wide struct	fbs	encode	2	2	758507
wide struct	fbs	encode	2	3	755782
wide struct	fbs	encode	2	4	770319
wide struct	fbs	encode	2	5	775448
wide struct	fbs	encode	2	6	754076
wide struct	fbs	encode	2	7	769426
wide struct	fbs	encode	2	8	769897
wide struct	fbs	encode	2	9	772114
wide struct	fbs	decode	1	1	527030
wide struct	fbs	decode	1	2	520764
wide struct	fbs	decode	1	3	526228
wide struct	fbs	decode	1	4	515580
wide struct	fbs	decode	1	5	512213
wide struct	fbs	decode	1	6	518952
wide struct	fbs	decode	1	7	525013
wide struct	fbs	decode	1	8	514342
wide struct	fbs	decode	1	9	519597
wide struct	fbs	decode	2	1	517773
wide struct	fbs	decode	2	2	511553
wide struct	fbs	decode	2	3	514730
wide struct	fbs	decode	2	4	515944
wide struct	fbs	decode	2	5	520391
wide struct	fbs	decode	2	6	522524
wide struct	fbs	decode	2	7	520639
wide struct	fbs	decode	2	8	509992
wide struct	fbs	decode	2	9	520166
wide struct	serio	encode	1	1	118955
wide struct	serio	encode	1	2	117146
wide struct	serio	encode	1	3	118814
wide struct	serio	encode	1	4	118684
wide struct	serio	encode	1	5	118896
wide struct	serio	encode	1	6	118612
wide struct	serio	encode	1	7	119929
wide struct	serio	encode	1	8	117556
wide struct	serio	encode	1	9	119955
wide struct	serio	encode	2	1	119136
wide struct	serio	encode	2	2	118778
wide struct	serio	encode	2	3	120007
wide struct	serio	encode	2	4	119073
wide struct	serio	encode	2	5	119284
wide struct	serio	encode	2	6	120049
wide struct	serio	encode	2	7	118881
wide struct	serio	encode	2	8	119216
wide struct	serio	encode	2	9	118834
wide struct	serio	decode	1	1	252727
