# Trials behind speed.md. Written by `mise run bench:speed`; do not edit by hand.
# Date: 2026-09-24
# Roblox: 0.740.19.7400931
# Machine: 12th Gen Intel(R) Core(TM) i9-12900KF, 16 threads, win32 10.0.26200
# Runs: 2, back to back
# surge: 56b6fd5
# rbxts-transformer-surge: 0710f5d
# roblox-ts: 3.0.0
# @rbxts/flamework-binary-serializer: 0.7.0
# @rbxts/serio: 1.2.7
# Blink: 0.18.8
# Method: 9 trials per cell, each at least 0.2 seconds of calls after 0.1 seconds of warm-up calls, timed in chunks of 250 calls so that the yields between chunks are not in the time; within a row the libraries take turns, one trial each, and 3 idle frames separate one row from the next
fixture	library	half	run	trial	rate
deeply nested object	serio	decode	2	2	726817
deeply nested object	serio	decode	2	3	708325
deeply nested object	serio	decode	2	4	716748
deeply nested object	serio	decode	2	5	730745
deeply nested object	serio	decode	2	6	726601
deeply nested object	serio	decode	2	7	726942
deeply nested object	serio	decode	2	8	726775
deeply nested object	serio	decode	2	9	723088
deeply nested object	blink	encode	1	1	1992876
deeply nested object	blink	encode	1	2	2127208
deeply nested object	blink	encode	1	3	1867630
deeply nested object	blink	encode	1	4	1769013
deeply nested object	blink	encode	1	5	2040760
deeply nested object	blink	encode	1	6	2042990
deeply nested object	blink	encode	1	7	2085120
deeply nested object	blink	encode	1	8	2058254
deeply nested object	blink	encode	1	9	2072452
deeply nested object	blink	encode	2	1	1957821
deeply nested object	blink	encode	2	2	1981408
deeply nested object	blink	encode	2	3	2064555
deeply nested object	blink	encode	2	4	2098396
deeply nested object	blink	encode	2	5	2119762
deeply nested object	blink	encode	2	6	2127013
deeply nested object	blink	encode	2	7	2094561
deeply nested object	blink	encode	2	8	2112027
deeply nested object	blink	encode	2	9	2103348
deeply nested object	blink	decode	1	1	1598436
deeply nested object	blink	decode	1	2	1618091
deeply nested object	blink	decode	1	3	1489022
deeply nested object	blink	decode	1	4	1533508
deeply nested object	blink	decode	1	5	1553652
deeply nested object	blink	decode	1	6	1477447
deeply nested object	blink	decode	1	7	1559885
deeply nested object	blink	decode	1	8	1591928
deeply nested object	blink	decode	1	9	1503458
deeply nested object	blink	decode	2	1	1550464
deeply nested object	blink	decode	2	2	1514743
deeply nested object	blink	decode	2	3	1510073
deeply nested object	blink	decode	2	4	1537274
deeply nested object	blink	decode	2	5	1530032
deeply nested object	blink	decode	2	6	1552661
deeply nested object	blink	decode	2	7	1501517
deeply nested object	blink	decode	2	8	1495751
deeply nested object	blink	decode	2	9	1512942
deeply nested object	baseline	encode	1	1	4648076
deeply nested object	baseline	encode	1	2	4558342
deeply nested object	baseline	encode	1	3	4099481
deeply nested object	baseline	encode	1	4	4133661
